Episode | Reward  | Done Reason                         | Timestep Actions/Rewards
E260    | -8.35   | too far from path                   | -z       +x       +z
        |         |                                     | -0.03    1.68     -10.00

E261    | -6.67   | too far from path                   | -z       -x       +0       +z
        |         |                                     | -0.03    1.68     1.69     -10.00

E262    | -6.24   | too far from path                   | +0       +x       +z       +z
        |         |                                     | -0.01    1.91     1.86     -10.00

E263    | -4.68   | too far from path                   | +0       -z       -x       +0       -x
        |         |                                     | -0.01    1.96     1.68     1.69     -10.00

E264    | -6.74   | too far from path                   | -y       +x       +0       +x
        |         |                                     | -0.05    1.65     1.66     -10.00

E265    | -8.21   | too far from path                   | -y       +z       +y
        |         |                                     | -0.05    1.84     -10.00

E266    | -8.38   | too far from path                   | -y       -x       +y
        |         |                                     | -0.04    1.66     -10.00

E267    | -8.38   | too far from path                   | +y       +x       +y
        |         |                                     | -0.08    1.70     -10.00

E268    | -8.18   | too far from path                   | -x       -z       +y
        |         |                                     | -0.08    1.90     -10.00

E269    | -8.39   | too far from path                   | -y       +x       -y
        |         |                                     | -0.05    1.66     -10.00

E270    | -8.38   | too far from path                   | +y       +y       -z
        |         |                                     | -0.12    1.73     -10.00

E271    | -8.22   | too far from path                   | +x       +z       +y
        |         |                                     | -0.09    1.86     -10.00

E272    | -8.09   | too far from path                   | -z       +z       +x
        |         |                                     | -0.03    1.95     -10.00

E273    | -8.40   | too far from path                   | +y       +y       -x
        |         |                                     | -0.11    1.71     -10.00

E274    | -6.17   | too far from path                   | +z       -z       +0       +x
        |         |                                     | -0.03    1.93     1.93     -10.00

E275    | -6.32   | too far from path                   | +0       +z       -y       -y
        |         |                                     | -0.01    1.97     1.73     -10.00

E276    | -6.39   | too far from path                   | -x       +0       -x       -x
        |         |                                     | -0.09    1.91     1.79     -10.00

E277    | -8.09   | too far from path                   | -z       +z       +y
        |         |                                     | -0.03    1.95     -10.00

E278    | -5.03   | too far from path                   | +y       +0       -y       +0       -z
        |         |                                     | -0.11    1.89     1.60     1.60     -10.00

E279    | -8.48   | too far from path                   | +y       -y       -y
        |         |                                     | -0.11    1.63     -10.00

E280    | -8.10   | too far from path                   | +z       -z       -y
        |         |                                     | -0.03    1.94     -10.00

E281    | -6.69   | too far from path                   | +z       -x       +0       +z
        |         |                                     | -0.03    1.67     1.68     -10.00

E282    | -6.34   | too far from path                   | +0       -z       +x       -z
        |         |                                     | -0.00    1.97     1.69     -10.00

E283    | -8.51   | too far from path                   | +x       -x       +y
        |         |                                     | -0.09    1.58     -10.00

E284    | -8.41   | too far from path                   | +y       +x       -y
        |         |                                     | -0.12    1.71     -10.00

E285    | -8.22   | too far from path                   | +x       +z       +z
        |         |                                     | -0.09    1.86     -10.00

E286    | -4.14   | too far from path                   | +z       +0       +0       -z       +x
        |         |                                     | -0.03    1.97     1.96     1.97     -10.00

E287    | -8.45   | too far from path                   | +y       -x       +y
        |         |                                     | -0.11    1.66     -10.00

E288    | -8.48   | too far from path                   | -y       +y       -z
        |         |                                     | -0.04    1.56     -10.00

E289    | -6.77   | too far from path                   | +z       +y       +0       +z
        |         |                                     | -0.03    1.63     1.63     -10.00

E290    | -4.25   | too far from path                   | -y       +0       -z       -x
        |         |                                     | 1.96     1.96     1.84     -10.00

E291    | -8.21   | too far from path                   | +x       -z       +x
        |         |                                     | -0.09    1.87     -10.00

E292    | -8.23   | too far from path                   | +x       +z       +z
        |         |                                     | -0.09    1.86     -10.00

E293    | -8.20   | too far from path                   | -y       +z       -y
        |         |                                     | -0.04    1.85     -10.00

E294    | -6.36   | too far from path                   | +y       +0       +z       -y
        |         |                                     | -0.11    1.88     1.87     -10.00

E295    | -8.38   | too far from path                   | -y       -x       -z
        |         |                                     | -0.04    1.66     -10.00

E296    | -8.31   | too far from path                   | -z       -y       -x
        |         |                                     | -0.03    1.72     -10.00

E297    | -8.50   | too far from path                   | +x       -x       -z
        |         |                                     | -0.09    1.59     -10.00

E298    | -6.29   | too far from path                   | +0       +z       -y       -y
        |         |                                     | -0.01    1.98     1.74     -10.00

E299    | -6.41   | too far from path                   | +0       +x       -y       +x
        |         |                                     | -0.04    1.91     1.72     -10.00

E300    | -8.37   | too far from path                   | +z       -x       -y
        |         |                                     | -0.03    1.66     -10.00

E301    | -8.35   | too far from path                   | +x       -y       +x
        |         |                                     | -0.09    1.73     -10.00

E302    | -8.40   | too far from path                   | +z       +y       +x
        |         |                                     | -0.03    1.64     -10.00

E303    | -4.93   | too far from path                   | +0       -y       +y       +0       -z
        |         |                                     | -0.01    1.95     1.57     1.57     -10.00

E304    | -6.09   | too far from path                   | +0       -z       +z       +x
        |         |                                     | -0.00    1.97     1.94     -10.00

E305    | -4.52   | too far from path                   | -x       +0       +y       +y
        |         |                                     | 1.92     1.91     1.65     -10.00

E306    | -8.38   | too far from path                   | -y       -x       +y
        |         |                                     | -0.05    1.66     -10.00

E307    | -8.09   | too far from path                   | +z       -z       -y
        |         |                                     | -0.03    1.94     -10.00

E308    | -2.13   | too far from path                   | +0       +0       +0       +z       -z       -y
        |         |                                     | -0.01    1.99     1.99     1.96     1.94     -10.00

E309    | -8.48   | too far from path                   | -x       +x       -y
        |         |                                     | -0.09    1.60     -10.00

E310    | -6.29   | too far from path                   | -x       +0       -z       +z
        |         |                                     | -0.09    1.91     1.88     -10.00

E311    | -6.11   | too far from path                   | -z       +0       +z       -x
        |         |                                     | -0.03    1.97     1.95     -10.00

E312    | -8.42   | too far from path                   | +y       +x       -z
        |         |                                     | -0.11    1.69     -10.00

E313    | -8.37   | too far from path                   | +y       +y       -z
        |         |                                     | -0.11    1.74     -10.00

E314    | -4.64   | too far from path                   | +0       +x       +0       -x       +z
        |         |                                     | -0.01    1.91     1.90     1.56     -10.00

E315    | -6.30   | too far from path                   | +z       -y       -y
        |         |                                     | 1.97     1.73     -10.00

E316    | -8.40   | too far from path                   | +z       +y       +x
        |         |                                     | -0.03    1.63     -10.00

E317    | -8.38   | too far from path                   | +y       +y       -y
        |         |                                     | -0.11    1.73     -10.00

E318    | -8.50   | too far from path                   | +x       -x       +x
        |         |                                     | -0.09    1.59     -10.00

E319    | -6.35   | too far from path                   | +x       +z       +0       -x
        |         |                                     | -0.09    1.87     1.87     -10.00

E320    | -6.67   | too far from path                   | -z       -x       +0       +x
        |         |                                     | -0.03    1.68     1.69     -10.00

E321    | -8.29   | too far from path                   | -z       -y       +y
        |         |                                     | -0.02    1.73     -10.00

E322    | -6.26   | too far from path                   | -x       -z       +0       -x
        |         |                                     | -0.08    1.91     1.91     -10.00

E323    | -8.50   | too far from path                   | +x       -x       +x
        |         |                                     | -0.09    1.59     -10.00

E324    | -6.41   | too far from path                   | +0       +x       -y       -z
        |         |                                     | -0.04    1.91     1.72     -10.00

E325    | -8.18   | too far from path                   | -y       -z       +x
        |         |                                     | -0.05    1.87     -10.00

E326    | -8.17   | too far from path                   | -x       +z       +x
        |         |                                     | -0.09    1.91     -10.00

E327    | -6.24   | too far from path                   | +0       -y       +z       +z
        |         |                                     | -0.04    1.95     1.84     -10.00

E328    | -8.18   | too far from path                   | -y       -z       +z
        |         |                                     | -0.05    1.86     -10.00

E329    | -8.19   | too far from path                   | +y       +z       +z
        |         |                                     | -0.11    1.92     -10.00

E330    | -8.44   | too far from path                   | -x       +y       +x
        |         |                                     | -0.09    1.64     -10.00

E331    | -6.34   | too far from path                   | +y       +0       -z       +z
        |         |                                     | -0.11    1.88     1.89     -10.00

E332    | -8.20   | too far from path                   | -y       +z       +y
        |         |                                     | -0.04    1.84     -10.00

E333    | -8.45   | too far from path                   | -x       +y       -y
        |         |                                     | -0.09    1.64     -10.00

E334    | -8.19   | too far from path                   | -y       -z       +y
        |         |                                     | -0.05    1.86     -10.00

E335    | -8.38   | too far from path                   | +y       +y       +x
        |         |                                     | -0.12    1.74     -10.00

E336    | -8.34   | too far from path                   | -z       +x       -z
        |         |                                     | -0.03    1.69     -10.00

E337    | -6.18   | too far from path                   | -x       -z       +x
        |         |                                     | 1.91     1.91     -10.00

E338    | -2.46   | too far from path                   | +z       +0       +0       +0       -x       -y
        |         |                                     | -0.03    1.96     1.96     1.96     1.68     -10.00

E339    | -8.18   | too far from path                   | -x       +z       +z
        |         |                                     | -0.08    1.90     -10.00

E340    | -8.32   | too far from path                   | +x       +x       +y
        |         |                                     | -0.09    1.77     -10.00

E341    | -8.22   | too far from path                   | +x       +z       +z
        |         |                                     | -0.09    1.86     -10.00

E342    | -8.38   | too far from path                   | -z       +y       -z
        |         |                                     | -0.03    1.65     -10.00

E343    | -8.39   | too far from path                   | -y       +x       -y
        |         |                                     | -0.05    1.65     -10.00

E344    | -8.39   | too far from path                   | -y       +x       +z
        |         |                                     | -0.04    1.65     -10.00

E345    | -8.48   | too far from path                   | -y       +y       -z
        |         |                                     | -0.05    1.56     -10.00

E346    | -6.62   | too far from path                   | +x       +0       -x       -x
        |         |                                     | -0.09    1.91     1.56     -10.00

E347    | -8.48   | too far from path                   | -x       +x       +y
        |         |                                     | -0.08    1.61     -10.00

E348    | -8.21   | too far from path                   | +x       -z       -x
        |         |                                     | -0.09    1.87     -10.00

E349    | -4.30   | too far from path                   | +0       -x       +0       -z       -z
        |         |                                     | -0.00    1.91     1.91     1.88     -10.00

E350    | -8.19   | too far from path                   | -y       -z       -z
        |         |                                     | -0.05    1.86     -10.00

E351    | -8.47   | too far from path                   | +x       +y       +y
        |         |                                     | -0.09    1.62     -10.00

E352    | -8.18   | too far from path                   | -x       +z       +x
        |         |                                     | -0.08    1.90     -10.00

E353    | -8.09   | too far from path                   | -z       +z       +y
        |         |                                     | -0.03    1.94     -10.00

E354    | -8.18   | too far from path                   | +y       +z       -y
        |         |                                     | -0.11    1.93     -10.00

E355    | -8.18   | too far from path                   | -x       -z       +x
        |         |                                     | -0.09    1.91     -10.00

E356    | -4.47   | too far from path                   | +x       +0       -z       +0       +y
        |         |                                     | -0.09    1.91     1.85     1.85     -10.00

E357    | -6.31   | too far from path                   | -x       +0       +z       -z
        |         |                                     | -0.09    1.91     1.86     -10.00

E358    | -6.62   | too far from path                   | +x       +0       -x       +y
        |         |                                     | -0.09    1.91     1.56     -10.00

E359    | -6.11   | too far from path                   | +0       +z       +z       -z
        |         |                                     | -0.00    1.97     1.93     -10.00

E360    | -6.16   | too far from path                   | +z       -z       +0       +y
        |         |                                     | -0.03    1.94     1.94     -10.00

E361    | -8.18   | too far from path                   | -x       +z       -x
        |         |                                     | -0.08    1.90     -10.00

E362    | -8.49   | too far from path                   | +y       -y       -x
        |         |                                     | -0.11    1.63     -10.00

E363    | -8.48   | too far from path                   | -y       +y       -x
        |         |                                     | -0.04    1.57     -10.00

E364    | -8.30   | too far from path                   | +z       -y       +z
        |         |                                     | -0.03    1.73     -10.00

E365    | -6.12   | too far from path                   | +z       +0       +z       -z
        |         |                                     | -0.03    1.97     1.95     -10.00

E366    | -8.35   | too far from path                   | +z       +x       +z
        |         |                                     | -0.03    1.68     -10.00

E367    | -8.18   | too far from path                   | -x       -z       +y
        |         |                                     | -0.08    1.91     -10.00

E368    | -8.08   | too far from path                   | +z       +z       +x
        |         |                                     | -0.02    1.94     -10.00

E369    | -8.35   | too far from path                   | -z       -x       -x
        |         |                                     | -0.04    1.68     -10.00

E370    | -8.31   | too far from path                   | -z       -y       +x
        |         |                                     | -0.03    1.72     -10.00

E371    | -8.38   | too far from path                   | +y       +y       -x
        |         |                                     | -0.12    1.74     -10.00

E372    | -6.71   | too far from path                   | -y       -x       +0       -y
        |         |                                     | -0.05    1.67     1.67     -10.00

E373    | -6.51   | too far from path                   | +0       +y       -y       -x
        |         |                                     | -0.01    1.88     1.62     -10.00

E374    | -6.11   | too far from path                   | +0       +z       -z       +y
        |         |                                     | -0.01    1.97     1.94     -10.00

E375    | -6.49   | too far from path                   | -x       +0       -y       -z
        |         |                                     | -0.08    1.91     1.68     -10.00

E376    | -6.12   | too far from path                   | +z       +0       +z       +x
        |         |                                     | -0.03    1.97     1.95     -10.00

E377    | -8.48   | too far from path                   | +y       -y       +y
        |         |                                     | -0.12    1.64     -10.00

E378    | -8.36   | too far from path                   | -z       -x       -z
        |         |                                     | -0.03    1.67     -10.00

E379    | -8.36   | too far from path                   | -z       -x       -y
        |         |                                     | -0.03    1.68     -10.00

E380    | -6.39   | too far from path                   | +0       -y       -x       -z
        |         |                                     | -0.01    1.95     1.66     -10.00

E381    | -6.66   | too far from path                   | -z       -x       +0       -y
        |         |                                     | -0.03    1.68     1.69     -10.00

E382    | -8.38   | too far from path                   | -z       +y       -x
        |         |                                     | -0.03    1.65     -10.00

E383    | -6.20   | too far from path                   | -y       +z       +z
        |         |                                     | 1.96     1.85     -10.00

E384    | -8.22   | too far from path                   | +x       +z       -z
        |         |                                     | -0.09    1.87     -10.00

E385    | -8.48   | too far from path                   | -x       +x       +z
        |         |                                     | -0.09    1.61     -10.00

E386    | -8.49   | too far from path                   | +x       -x       +z
        |         |                                     | -0.09    1.59     -10.00

E387    | -8.47   | too far from path                   | -x       +x       +x
        |         |                                     | -0.08    1.61     -10.00

E388    | -6.15   | too far from path                   | -z       +z       +0       +z
        |         |                                     | -0.03    1.94     1.94     -10.00

E389    | -8.30   | too far from path                   | +z       -y       +y
        |         |                                     | -0.03    1.74     -10.00

E390    | -8.30   | too far from path                   | +z       -y       +x
        |         |                                     | -0.03    1.73     -10.00

E391    | -8.36   | too far from path                   | +z       +x       -x
        |         |                                     | -0.03    1.68     -10.00

E392    | -8.38   | too far from path                   | -z       +y       -z
        |         |                                     | -0.03    1.66     -10.00

E393    | -8.21   | too far from path                   | +x       -z       +z
        |         |                                     | -0.09    1.88     -10.00

E394    | -8.18   | too far from path                   | +y       -z       -y
        |         |                                     | -0.11    1.93     -10.00

E395    | -8.50   | too far from path                   | +x       -x       -z
        |         |                                     | -0.09    1.59     -10.00

E396    | -8.23   | too far from path                   | +x       +z       -z
        |         |                                     | -0.09    1.86     -10.00

E397    | -8.48   | too far from path                   | +y       -y       -z
        |         |                                     | -0.12    1.64     -10.00

E398    | -8.37   | too far from path                   | +x       -y       +x
        |         |                                     | -0.09    1.72     -10.00

E399    | -6.37   | too far from path                   | +0       +z       +x       +z
        |         |                                     | -0.01    1.97     1.68     -10.00

E400    | -6.17   | too far from path                   | +z       +z       +0       +z
        |         |                                     | -0.03    1.93     1.93     -10.00

E401    | -8.38   | too far from path                   | -y       +x       -x
        |         |                                     | -0.04    1.66     -10.00

E402    | -8.19   | too far from path                   | +y       +z       +z
        |         |                                     | -0.12    1.93     -10.00

E403    | -8.10   | too far from path                   | +z       -z       -y
        |         |                                     | -0.03    1.94     -10.00

E404    | -6.34   | too far from path                   | +y       +0       -z       -z
        |         |                                     | -0.12    1.88     1.90     -10.00

E405    | -6.35   | too far from path                   | +0       +z       +x       +z
        |         |                                     | -0.01    1.96     1.69     -10.00

E406    | -8.22   | too far from path                   | -y       -y       -z
        |         |                                     | -0.04    1.82     -10.00

E407    | -8.44   | too far from path                   | -x       +y       +z
        |         |                                     | -0.08    1.65     -10.00

E408    | -4.94   | too far from path                   | -z       +x       +0       +0       +y
        |         |                                     | -0.03    1.69     1.70     1.70     -10.00

E409    | -8.31   | too far from path                   | +x       +x       +y
        |         |                                     | -0.09    1.78     -10.00

E410    | -6.34   | too far from path                   | +0       +x       -y       -z
        |         |                                     | -0.02    1.95     1.72     -10.00

E411    | -8.45   | too far from path                   | +y       -x       -y
        |         |                                     | -0.11    1.67     -10.00

E412    | -8.30   | too far from path                   | +z       -y       -z
        |         |                                     | -0.03    1.73     -10.00

E413    | -8.19   | too far from path                   | +y       -z       +z
        |         |                                     | -0.11    1.93     -10.00

E414    | -8.31   | too far from path                   | +z       -y       +x
        |         |                                     | -0.03    1.73     -10.00

E415    | -8.31   | too far from path                   | -z       -y       -y
        |         |                                     | -0.03    1.72     -10.00

E416    | -6.36   | too far from path                   | +0       +x       -y       +y
        |         |                                     | -0.00    1.91     1.73     -10.00

E417    | -6.39   | too far from path                   | +0       -x       -y       +x
        |         |                                     | -0.00    1.91     1.71     -10.00

E418    | -8.48   | too far from path                   | -y       +y       -y
        |         |                                     | -0.04    1.57     -10.00

E419    | -8.46   | too far from path                   | +x       +y       +y
        |         |                                     | -0.09    1.62     -10.00

E420    | -8.47   | too far from path                   | +y       -y       -z
        |         |                                     | -0.11    1.64     -10.00

E421    | -4.45   | too far from path                   | +0       +0       +y       +x       -z
        |         |                                     | -0.01    1.99     1.87     1.70     -10.00

E422    | -6.22   | too far from path                   | +0       +y       +z       -y
        |         |                                     | -0.03    1.88     1.92     -10.00

E423    | -8.19   | too far from path                   | -y       -z       -x
        |         |                                     | -0.05    1.86     -10.00

E424    | -8.21   | too far from path                   | +x       -z       -y
        |         |                                     | -0.09    1.88     -10.00

E425    | -8.48   | too far from path                   | -y       +y       -x
        |         |                                     | -0.04    1.57     -10.00

E426    | -6.86   | too far from path                   | -x       +x       +0       -y
        |         |                                     | -0.09    1.61     1.61     -10.00

E427    | -8.09   | too far from path                   | -z       -z       -y
        |         |                                     | -0.03    1.95     -10.00

E428    | -6.51   | too far from path                   | +0       -y       +y       +x
        |         |                                     | -0.02    1.95     1.56     -10.00

E429    | -8.38   | too far from path                   | -z       +y       +y
        |         |                                     | -0.03    1.65     -10.00

E430    | -2.73   | too far from path                   | +0       +x       +x       +0       +0       +x
        |         |                                     | -0.01    1.91     1.79     1.79     1.79     -10.00

E431    | -8.08   | too far from path                   | +z       +z       -x
        |         |                                     | -0.02    1.94     -10.00

E432    | -8.47   | too far from path                   | +y       -y       +x
        |         |                                     | -0.11    1.64     -10.00

E433    | -8.09   | too far from path                   | -z       -z       +z
        |         |                                     | -0.03    1.94     -10.00

E434    | -6.49   | too far from path                   | +0       -y       +y       -z
        |         |                                     | -0.00    1.95     1.56     -10.00

E435    | -8.48   | too far from path                   | +y       -y       -z
        |         |                                     | -0.11    1.64     -10.00

E436    | -8.48   | too far from path                   | +y       -y       -y
        |         |                                     | -0.11    1.63     -10.00

E437    | -6.40   | too far from path                   | +0       -y       +x       +x
        |         |                                     | -0.01    1.95     1.66     -10.00

E438    | -6.48   | too far from path                   | +y       -y       -z
        |         |                                     | 1.88     1.63     -10.00

E439    | -6.14   | too far from path                   | -z       -z       +0       -x
        |         |                                     | -0.03    1.95     1.95     -10.00

E440    | -8.39   | too far from path                   | -y       +x       -y
        |         |                                     | -0.04    1.66     -10.00

E441    | -8.48   | too far from path                   | -y       +y       -x
        |         |                                     | -0.05    1.56     -10.00

E442    | -8.41   | too far from path                   | +y       +x       +x
        |         |                                     | -0.11    1.70     -10.00

E443    | -4.85   | too far from path                   | +x       +y       +0       +x
        |         |                                     | 1.91     1.61     1.62     -10.00

E444    | -4.46   | too far from path                   | +x       +0       +0       +z       +x
        |         |                                     | -0.09    1.91     1.91     1.80     -10.00

E445    | -8.48   | too far from path                   | -y       +y       +y
        |         |                                     | -0.04    1.56     -10.00

E446    | -6.11   | too far from path                   | +0       -z       +z       +y
        |         |                                     | -0.02    1.97     1.94     -10.00

E447    | -8.35   | too far from path                   | -z       +x       +y
        |         |                                     | -0.03    1.69     -10.00

E448    | -4.76   | too far from path                   | +x       +0       -y       +0       -x
        |         |                                     | -0.09    1.91     1.71     1.71     -10.00

E449    | -4.33   | too far from path                   | +y       +0       +z       +y
        |         |                                     | 1.88     1.88     1.90     -10.00

E450    | -8.21   | too far from path                   | +x       -z       -y
        |         |                                     | -0.09    1.88     -10.00

E451    | -8.19   | too far from path                   | +y       +z       -y
        |         |                                     | -0.11    1.92     -10.00

E452    | -8.18   | too far from path                   | -x       +z       +z
        |         |                                     | -0.08    1.90     -10.00

E453    | -6.73   | too far from path                   | -y       +x       +0       -x
        |         |                                     | -0.04    1.66     1.66     -10.00

E454    | -4.44   | too far from path                   | -y       +0       +z       +0       -z
        |         |                                     | -0.05    1.95     1.83     1.83     -10.00

E455    | -6.26   | too far from path                   | -y       +0       -z       -y
        |         |                                     | -0.05    1.95     1.83     -10.00

E456    | -6.36   | too far from path                   | +z       -x       -x
        |         |                                     | 1.97     1.67     -10.00

E457    | -8.22   | too far from path                   | +x       +z       -y
        |         |                                     | -0.09    1.87     -10.00

E458    | -6.72   | too far from path                   | -z       +y       +0       +z
        |         |                                     | -0.03    1.65     1.66     -10.00

E459    | -8.19   | too far from path                   | -y       -z       +x
        |         |                                     | -0.05    1.86     -10.00

E460    | -6.30   | too far from path                   | -x       +0       +z       +y
        |         |                                     | -0.09    1.91     1.87     -10.00

E461    | -4.33   | too far from path                   | +0       -x       +0       +z       -y
        |         |                                     | -0.03    1.91     1.91     1.88     -10.00

E462    | -8.38   | too far from path                   | -x       -y       -x
        |         |                                     | -0.09    1.70     -10.00

E463    | -8.13   | too far from path                   | +y       +z       -x
        |         |                                     | -0.07    1.94     -10.00

E464    | -6.27   | too far from path                   | -y       +0       +z       +x
        |         |                                     | -0.05    1.96     1.82     -10.00

E465    | -8.19   | too far from path                   | -y       +z       -y
        |         |                                     | -0.04    1.85     -10.00

E466    | -6.46   | too far from path                   | +y       +0       +y       +y
        |         |                                     | -0.12    1.88     1.78     -10.00

E467    | -8.22   | too far from path                   | +x       -z       -x
        |         |                                     | -0.09    1.87     -10.00

E468    | -6.35   | too far from path                   | -z       -x       +x
        |         |                                     | 1.97     1.68     -10.00

E469    | -8.10   | too far from path                   | +z       +z       -y
        |         |                                     | -0.03    1.93     -10.00

E470    | -6.92   | too far from path                   | -y       +y       +0       -x
        |         |                                     | -0.04    1.56     1.57     -10.00

E471    | -8.35   | too far from path                   | -z       +x       +y
        |         |                                     | -0.03    1.69     -10.00

E472    | -8.09   | too far from path                   | -z       -z       -y
        |         |                                     | -0.03    1.95     -10.00

E473    | -8.19   | too far from path                   | +y       +z       -y
        |         |                                     | -0.12    1.93     -10.00

E474    | -8.10   | too far from path                   | +z       +z       +z
        |         |                                     | -0.03    1.93     -10.00

E475    | -6.38   | too far from path                   | -z       +0       +x       -x
        |         |                                     | -0.04    1.96     1.69     -10.00

E476    | -8.20   | too far from path                   | -y       +z       +y
        |         |                                     | -0.04    1.85     -10.00

E477    | -8.17   | too far from path                   | -x       -z       +x
        |         |                                     | -0.08    1.91     -10.00

E478    | -4.37   | too far from path                   | +x       +0       +z       +0       -y
        |         |                                     | -0.05    1.95     1.86     1.86     -10.00

E479    | -8.31   | too far from path                   | +x       +x       +y
        |         |                                     | -0.09    1.78     -10.00

E480    | -6.49   | too far from path                   | +0       +x       +y       -y
        |         |                                     | -0.01    1.91     1.62     -10.00

E481    | -6.45   | too far from path                   | +y       -x       +y
        |         |                                     | 1.89     1.66     -10.00

E482    | -6.39   | too far from path                   | +0       -y       -x       -x
        |         |                                     | -0.01    1.95     1.66     -10.00

E483    | -8.09   | too far from path                   | -z       +z       +x
        |         |                                     | -0.03    1.94     -10.00

E484    | -6.49   | too far from path                   | +0       +y       -y       +y
        |         |                                     | -0.01    1.88     1.64     -10.00

E485    | -6.70   | too far from path                   | +y       +x       +0       -z
        |         |                                     | -0.11    1.70     1.71     -10.00

E486    | -6.35   | too far from path                   | +z       +x       -x
        |         |                                     | 1.97     1.68     -10.00

E487    | -6.58   | too far from path                   | -x       +0       +x       +y
        |         |                                     | -0.09    1.91     1.60     -10.00

E488    | -8.09   | too far from path                   | -z       -z       +x
        |         |                                     | -0.03    1.95     -10.00

E489    | -6.20   | too far from path                   | +0       +y       +z       +x
        |         |                                     | -0.00    1.88     1.92     -10.00

E490    | -8.20   | too far from path                   | -y       +z       +y
        |         |                                     | -0.05    1.85     -10.00

E491    | -8.31   | too far from path                   | +x       +x       +z
        |         |                                     | -0.09    1.77     -10.00

E492    | -8.38   | too far from path                   | -x       -y       +x
        |         |                                     | -0.08    1.70     -10.00

E493    | -8.33   | too far from path                   | -z       +x       +y
        |         |                                     | -0.02    1.69     -10.00

E494    | -8.22   | too far from path                   | -y       -y       -z
        |         |                                     | -0.05    1.82     -10.00

E495    | -8.47   | too far from path                   | +x       +y       +x
        |         |                                     | -0.09    1.62     -10.00

E496    | -8.24   | too far from path                   | -y       -y       +z
        |         |                                     | -0.05    1.80     -10.00

E497    | -8.48   | too far from path                   | -y       +y       +x
        |         |                                     | -0.04    1.57     -10.00

E498    | -8.18   | too far from path                   | +y       -z       +y
        |         |                                     | -0.12    1.94     -10.00

E499    | -8.19   | too far from path                   | +y       -z       +x
        |         |                                     | -0.11    1.92     -10.00

E500    | -8.37   | too far from path                   | +y       +y       +x
        |         |                                     | -0.11    1.74     -10.00

E501    | -8.38   | too far from path                   | -y       +x       -x
        |         |                                     | -0.05    1.66     -10.00

E502    | -8.38   | too far from path                   | -z       +y       -y
        |         |                                     | -0.03    1.65     -10.00

E503    | -6.57   | too far from path                   | +y       +0       -x       +y
        |         |                                     | -0.11    1.88     1.65     -10.00

E504    | -6.21   | too far from path                   | +0       -x       -z       +z
        |         |                                     | -0.02    1.91     1.90     -10.00

E505    | -4.69   | too far from path                   | +0       +z       -x       +0       +z
        |         |                                     | -0.01    1.97     1.67     1.68     -10.00

E506    | -6.35   | too far from path                   | -z       +0       -y       -y
        |         |                                     | -0.03    1.97     1.71     -10.00

E507    | -8.36   | too far from path                   | +z       -x       -z
        |         |                                     | -0.03    1.67     -10.00

E508    | -8.39   | too far from path                   | -x       -y       -y
        |         |                                     | -0.08    1.70     -10.00

E509    | -8.08   | too far from path                   | -z       -z       -y
        |         |                                     | -0.03    1.95     -10.00

E510    | -8.40   | too far from path                   | -y       -x       -x
        |         |                                     | -0.05    1.65     -10.00

E511    | -8.35   | too far from path                   | +z       +x       +y
        |         |                                     | -0.03    1.69     -10.00

E512    | -4.81   | too far from path                   | +z       -y       +0       +0       +z
        |         |                                     | -0.03    1.74     1.74     1.75     -10.00

E513    | -6.50   | too far from path                   | +x       -x       +z
        |         |                                     | 1.91     1.59     -10.00

E514    | -8.10   | too far from path                   | +z       -z       -y
        |         |                                     | -0.03    1.94     -10.00

E515    | -8.48   | too far from path                   | -x       +x       +x
        |         |                                     | -0.09    1.61     -10.00

E516    | -6.22   | too far from path                   | +x       -z       -y
        |         |                                     | 1.91     1.87     -10.00

E517    | -6.65   | too far from path                   | +x       -y       +0       +z
        |         |                                     | -0.09    1.72     1.72     -10.00

E518    | -8.33   | too far from path                   | +z       +x       +x
        |         |                                     | -0.01    1.69     -10.00

E519    | -8.31   | too far from path                   | -z       -y       -y
        |         |                                     | -0.03    1.73     -10.00

E520    | -6.11   | too far from path                   | +0       -z       +z       +z
        |         |                                     | -0.02    1.97     1.94     -10.00

E521    | -8.38   | too far from path                   | -z       +y       -x
        |         |                                     | -0.03    1.65     -10.00

E522    | -8.37   | too far from path                   | +x       -y       -y
        |         |                                     | -0.09    1.72     -10.00

E523    | -6.88   | too far from path                   | +y       -y       +0       -z
        |         |                                     | -0.11    1.61     1.62     -10.00

E524    | -8.08   | too far from path                   | +y       -z       +y
        |         |                                     | -0.04    1.96     -10.00

E525    | -8.17   | too far from path                   | +y       -z       +z
        |         |                                     | -0.11    1.94     -10.00

E526    | -6.37   | too far from path                   | +x       +z       +0       +y
        |         |                                     | -0.09    1.86     1.86     -10.00

E527    | -8.35   | too far from path                   | -y       -x       +x
        |         |                                     | -0.01    1.66     -10.00

E528    | -8.19   | too far from path                   | +y       +z       -y
